stationName,stationCode,latitude,longitude,altitude,launchDate,url
SantaCruz,A367,-6.227922,-36.026587,227,17/08/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTM2Nw==
Ariquemes,A940,-9.949001,-62.961873,128,18/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTk0MA==
Cacoal,A939,-11.445837,-61.434146,184,20/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzOQ==
PortoVelho,A925,-8.793662,-63.845931,87,11/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkyNQ==
Vilhena,A938,-12.734862,-60.157784,583,26/08/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTkzOA==
BoaVista,A135,2.816897,-60.690821,82,26/08/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTEzNQ==
Alegrete,A826,-29.709083,-55.525486,121,29/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyNg==
Bagé,A827,-31.347801,-54.013292,226,04/01/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyNw==
BentoGonçalves,A840,-29.164581,-51.534202,623,01/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0MA==
CaçapavadoSul,A812,-30.545317,-53.467050,421,22/06/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxMg==
Camaquã,A838,-30.807953,-51.834240,92,12/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzOA==
CambarádoSul,A897,-29.049125,-50.149636,1,017,24/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg5Nw==
CampoBom,A884,-29.674293,-51.064042,23,29/11/2013,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4NA==
Canela,A879,-29.368788,-50.827231,831,23/08/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg3OQ==
Canguçu,A811,-31.403299,-52.700699,447,24/01/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxMQ==
CruzAlta,A853,-28.603440,-53.673597,427,31/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1Mw==
DomPedrito,A881,-30.992475,-54.815270,157,23/04/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4MQ==
Erechim,A828,-27.657710,-52.305805,777,25/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyOA==
FredericoWestphalen,A854,-27.395686,-53.429421,489,13/12/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1NA==
Ibirubá,A883,-28.653458,-53.111881,455,13/12/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4Mw==
Jaguarão,A836,-32.534825,-53.375860,31,09/01/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzNg==
LagoaVemelha,A844,-28.222381,-51.512845,834,02/03/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0NA==
Mostardas,A878,-31.248279,-50.906279,4,12/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg3OA==
PalmeiradasMissões,A856,-27.920379,-53.318049,614,27/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1Ng==
PassoFundo,A839,-28.226805,-52.403582,681,27/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzOQ==
PortoAlegre,A801,-30.053536,-51.174766,41,18/09/2000,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwMQ==
Quaraí,A831,-30.368578,-56.437115,113,17/10/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzMQ==
RioGrande,A802,-32.078780,-52.167738,5,06/09/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwMg==
RioPardo,A813,-29.872113,-52.381980,107,01/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxMw==
SantaMaria,A803,-29.724960,-53.720469,103,03/09/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwMw==
SantanadoLivramento,A804,-30.842449,-55.613089,328,21/11/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwNA==
SantaRosa,A810,-27.890463,-54.480014,273,15/11/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxMA==
SantaVitóriadoPalmar(BarradoChuí),A899,-33.742297,-53.372218,7,15/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg5OQ==
Santiago,A833,-29.191599,-54.885653,390,05/02/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzMw==
SantoAugusto,A805,-27.854345,-53.791179,490,05/12/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwNQ==
SãoBorja,A830,-28.650092,-56.016291,81,21/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzMA==
SãoGabriel,A832,-30.341438,-54.310909,115,12/10/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzMg==
SãoJosédosAusentes,A829,-28.748615,-50.057869,1,229,26/10/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgyOQ==
SãoLuizGonzaga,A852,-28.417113,-54.962403,246,25/07/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1Mg==
SãoVicentedoSul,A889,-29.702111,-54.694319,134,06/04/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4OQ==
SerafinaCorrêa,A894,-28.704806,-51.870751,545,06/04/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg5NA==
Soledade,A837,-28.859211,-52.542387,660,27/02/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzNw==
Teutônia,A882,-29.450334,-51.824283,80,04/10/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4Mg==
Torres,A808,-29.350359,-49.733263,8,01/06/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwOA==
Tramandaí,A834,-30.010268,-50.135887,5,09/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgzNA==
Tupanciretã,A886,-29.0893814,-53.82665025,462,11/08/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4Ng==
Uruguaiana,A809,-29.839870,-57.081899,74,25/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwOQ==
Vacaria,A880,-28.513602,-50.882738,970,26/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg4MA==
Araranguá,A867,-28.931353,-49.497920,2,28/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2Nw==
Caçador,A859,-26.819156,-50.985520,944,19/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1OQ==
Curitibanos,A860,-27.288624,-50.604283,978,03/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2MA==
DionísioCerqueira,A848,-26.286562,-53.633114,808,31/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0OA==
Florianópolis,A806,-27.602530,-48.620096,5,22/01/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgwNg==
Indaial,A817,-26.913704,-49.267978,72,02/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxNw==
Itajaí,A868,-26.950924,-48.762031,10,24/06/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2OA==
Itapoá,A851,-26.081303,-48.641774,6,06/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1MQ==
Ituporanga,A863,-27.418410,-49.646874,480,05/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2Mw==
Joaçaba,A841,-27.169268,-51.558963,768,19/09/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0MQ==
Lages,A865,-27.802228,-50.335457,953,06/11/2014,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2NQ==
Laguna(FarolSantaMarta),A866,-28.604414,-48.813313,34,31/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2Ng==
MajorVieira,A864,-26.393664,-50.363211,800,09/02/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2NA==
MorrodaIgreja(BomJardimdaSerra),A845,-28.126992,-49.479610,1,790,18/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg0NQ==
NovoHorizonte,A816,-26.406499,-52.850366,944,20/09/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxNg==
RanchoQueimado,A870,-27.678507,-49.042027,881,01/06/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg3MA==
RiodoCampo,A861,-26.937526,-50.145445,592,06/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2MQ==
RioNegrinho,A862,-26.248411,-49.580624,857,22/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg2Mg==
SãoJoaquim,A815,-28.275640,-49.934617,1,400,12/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxNQ==
SãoMigueldoOeste,A857,-26.776699,-53.504541,655,12/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1Nw==
Urussanga,A814,-28.532557,-49.315205,41,28/05/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTgxNA==
Xanxerê,A858,-26.938666,-52.398090,879,15/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTg1OA==
Aracaju,A409,-10.952413,-37.054330,4,12/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQwOQ==
BrejoGrande,A421,-10.473959,-36.482051,6,17/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQyMQ==
Carira,A420,-10.399719,-37.747503,290,28/03/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQyMA==
ITABAIANA,A451,-10.671751,-37.471501,0,24/04/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQ1MQ==
Itabaianinha,A417,-11.2725,-37.795,205,23/05/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQxNw==
NossaSenhoradaGlória,A453,-10.207778,-37.431889,271,24/03/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQ1Mw==
PoçoVerde,A419,-10.738020,-38.108389,367,03/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTQxOQ==
Ariranha,A736,-21.132937,-48.840426,525,15/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczNg==
Avaré,A725,-23.101749,-48.940997,776,22/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyNQ==
BarraBonita,A741,-22.471205,-48.557573,534,28/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0MQ==
BarradoTurvo,A746,-24.962819,-48.416379,660,04/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0Ng==
Barretos,A748,-20.559175,-48.544997,534,19/06/2010,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0OA==
Baruerí,A755,-23.52389,-46.86945,777,23/03/2011,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1NQ==
Bauru,A705,-22.358052,-49.028877,636,30/08/2001,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwNQ==
Bebedouro,A764,-20.949197,-48.489944,790,27/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2NA==
Bertioga,A765,-23.844678,-46.143376,5,01/02/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2NQ==
CachoeiraPaulista,A769,-22.689001,-45.005444,586,20/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2OQ==
CamposdoJordão,A706,-22.750231,-45.603836,1,663,14/03/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwNg==
CasaBranca,A738,-21.78056,-47.07528,734,28/06/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczOA==
Dracena,A762,-21.457699,-51.552254,720,03/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2Mg==
Franca,A708,-20.584475,-47.382549,1,003,10/12/2002,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwOA==
Ibitinga,A737,-21.855567,-48.799717,497,09/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczNw==
Iguape,A712,-24.671654,-47.545896,3,19/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxMg==
Itapeva,A714,-23.981918,-48.885818,743,25/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxNA==
Itapira,A739,-22.415062,-46.805292,635,13/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczOQ==
Ituverava,A753,-20.35976,-47.77522,611,17/07/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc1Mw==
Jales,A733,-20.165025,-50.595134,460,23/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczMw==
JoséBonifácio,A735,-21.085675,-49.920388,408,04/09/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczNQ==
Lins,A727,-21.666045,-49.734854,461,20/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyNw==
Marília,A763,-22.235222,-49.965111,660,13/05/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2Mw==
Ourinhos,A716,-22.949000,-49.894546,443,30/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxNg==
Piracicaba,A726,-22.703132,-47.623317,566,26/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyNg==
Pradópolis,A747,-21.338432,-48.114007,540,20/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0Nw==
PresidentePrudente,A707,-22.119867,-51.408637,432,03/02/2003,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwNw==
Rancharia,A718,-22.372832,-50.974710,399,02/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxOA==
Registro,A766,-24.533139,-47.864139,35,09/02/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2Ng==
SãoCarlos,A711,-21.980353,-47.883927,859,05/09/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxMQ==
SãoLuisdoParaitinga,A740,-23.228362,-45.417055,862,01/11/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc0MA==
SãoMiguelArcanjo,A715,-23.852022,-48.164817,676,16/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxNQ==
SãoPaulo(MirantedeSantana),A701,-23.496294,-46.620088,786,25/07/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcwMQ==
SãoSebastião,A767,-23.810722,-45.402528,24,26/10/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2Nw==
Sorocaba,A713,-23.426035,-47.585552,609,21/08/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcxMw==
Taubaté,A728,-23.041668,-45.520841,582,20/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyOA==
Tupã,A768,-21.927251,-50.490251,498,12/05/2017,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTc2OA==
Valparaiso,A734,-21.319138,-50.930158,382,28/08/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTczNA==
Votuporanga,A729,-20.403221,-49.966031,510,07/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTcyOQ==
Almas,A053,-11.284098,-47.212125,503,01/04/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1Mw==
Araguaçu,A054,-12.592213,-49.528738,231,19/08/2015,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1NA==
Araguaina,A021,-7.103954,-48.201231,231,26/01/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAyMQ==
Araguatins,A044,-5.643725,-48.111839,131,12/03/2009,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0NA==
CamposLindos,A043,-8.154665,-46.639323,427,29/10/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0Mw==
ColinasdoTocantins,A049,-8.092708,-48.478605,200,12/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0OQ==
Dianópolis,A038,-11.594448,-46.847209,728,30/08/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAzOA==
FormosodoAraguaia,A039,-11.887377,-49.608215,215,27/04/2008,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAzOQ==
Gurupi,A019,-11.745782,-49.049703,279,20/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAxOQ==
LagoadaConfusão,A055,-10.828286,-49.847882,178,15/11/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1NQ==
MarianópolisdoTocantins,A041,-9.576389,-49.72333,187,24/11/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0MQ==
Mateiros,A040,-10.434441,-45.921941,791,25/10/2012,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0MA==
Palmas,A009,-10.190744,-48.301811,292,17/12/2004,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAwOQ==
Paranã,A010,-12.614893,-47.871917,285,04/03/2005,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAxMA==
PedroAfonso,A020,-8.968677,-48.177259,190,23/01/2007,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAyMA==
Peixe,A018,-12.015377,-48.544517,251,01/12/2006,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTAxOA==
Pium,A051,-10.476944,-49.629475,161,06/04/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1MQ==
RioSono,A050,-9.793363,-47.132732,291,03/08/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1MA==
SantaFédoAraguaia,A048,-7.124191,-48.781267,171,30/07/2016,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA0OA==
SantaRosadoTocantins,A052,-11.429018,-48.184889,306,14/08/2015,http://www.inmet.gov.br/sonabra/pg_dspDadosCodigo_sim.php?QTA1Mg==
